index	name	color
1	17Networks_LH_VisCent_ExStr_1	#781288
2	17Networks_LH_VisCent_ExStr_2	#781289
3	17Networks_LH_VisCent_ExStr_3	#78128a
4	17Networks_LH_VisCent_ExStr_4	#78128b
5	17Networks_LH_VisPeri_ExStrInf_1	#ff0002
6	17Networks_LH_VisPeri_ExStrInf_2	#ff0003
7	17Networks_LH_VisPeri_ExStrInf_3	#ff0004
8	17Networks_LH_SomMotA_1	#4682b5
9	17Networks_LH_SomMotA_2	#4682b6
10	17Networks_LH_SomMotB_Aud_1	#2bcca5
11	17Networks_LH_SomMotB_Aud_2	#2bcca6
12	17Networks_LH_SomMotB_Aud_3	#2bcca7
13	17Networks_LH_SomMotB_Aud_4	#2bcca8
14	17Networks_LH_DorsAttnA_SPL_1	#4a9c3d
15	17Networks_LH_DorsAttnA_SPL_2	#4a9c3e
16	17Networks_LH_DorsAttnA_SPL_3	#4a9c3f
17	17Networks_LH_DorsAttnB_PostC_1	#007610
18	17Networks_LH_DorsAttnB_PostC_2	#007611
19	17Networks_LH_DorsAttnB_PostC_3	#007612
20	17Networks_LH_DorsAttnB_FEF_1	#00770f
21	17Networks_LH_SalVentAttnA_ParOper_1	#c43afb
22	17Networks_LH_SalVentAttnA_Ins_1	#c43bfb
23	17Networks_LH_SalVentAttnA_Ins_2	#c43bfc
24	17Networks_LH_SalVentAttnA_ParMed_1	#c43bfd
25	17Networks_LH_SalVentAttnA_FrMed_1	#c53afb
26	17Networks_LH_SalVentAttnB_PFCl_1	#ff99d6
27	17Networks_LH_SalVentAttnB_PFCmp_1	#ff97d6
28	17Networks_LH_Limbic_OFC_1	#7a8733
29	17Networks_LH_Limbic_TempPole_1	#dcf8a5
30	17Networks_LH_Limbic_TempPole_2	#dcf8a6
31	17Networks_LH_ContA_IPS_1	#e69424
32	17Networks_LH_ContA_PFCl_1	#e69524
33	17Networks_LH_ContA_PFCl_2	#e69525
34	17Networks_LH_ContB_PFClv_1	#88324b
35	17Networks_LH_ContC_pCun_1	#778cb1
36	17Networks_LH_ContC_pCun_2	#778cb2
37	17Networks_LH_ContC_Cingp_1	#778cb3
38	17Networks_LH_DefaultA_PFCd_1	#ffff02
39	17Networks_LH_DefaultA_PCC_1	#fffe01
40	17Networks_LH_DefaultA_PFCm_1	#feff01
41	17Networks_LH_DefaultB_Temp_1	#cd3e4f
