index	name	color
1	17Networks_LH_VisCent_ExStr_1	#781186
2	17Networks_LH_VisCent_ExStr_2	#781187
3	17Networks_LH_VisCent_ExStr_3	#781280
4	17Networks_LH_VisCent_ExStr_4	#781281
5	17Networks_LH_VisCent_ExStr_5	#781282
6	17Networks_LH_VisCent_ExStr_6	#781283
7	17Networks_LH_VisCent_ExStr_7	#781284
8	17Networks_LH_VisCent_ExStr_8	#781285
9	17Networks_LH_VisCent_ExStr_9	#781286
10	17Networks_LH_VisCent_ExStr_10	#781288
11	17Networks_LH_VisCent_ExStr_11	#781289
12	17Networks_LH_VisCent_ExStr_12	#78128a
13	17Networks_LH_VisCent_ExStr_13	#78128b
14	17Networks_LH_VisCent_ExStr_14	#78128c
15	17Networks_LH_VisCent_ExStr_15	#78128d
16	17Networks_LH_VisCent_ExStr_16	#78128e
17	17Networks_LH_VisCent_ExStr_17	#781387
18	17Networks_LH_VisCent_ExStr_18	#781388
19	17Networks_LH_VisCent_ExStr_19	#781389
20	17Networks_LH_VisCent_ExStr_20	#78138a
21	17Networks_LH_VisCent_ExStr_21	#78138b
22	17Networks_LH_VisPeri_ExStrSup_1	#ff0101
23	17Networks_LH_VisPeri_ExStrSup_2	#ff0102
24	17Networks_LH_VisPeri_ExStrSup_3	#ff0103
25	17Networks_LH_VisPeri_ExStrSup_4	#ff0104
26	17Networks_LH_VisPeri_ExStrSup_5	#ff0105
27	17Networks_LH_VisPeri_ExStrSup_6	#ff0106
28	17Networks_LH_VisPeri_ExStrSup_7	#ff0107
29	17Networks_LH_VisPeri_ExStrSup_8	#ff0200
30	17Networks_LH_VisPeri_ExStrSup_9	#ff0201
31	17Networks_LH_VisPeri_ExStrSup_10	#ff0202
32	17Networks_LH_VisPeri_ExStrSup_11	#ff0203
33	17Networks_LH_VisPeri_ExStrSup_12	#ff0204
34	17Networks_LH_VisPeri_ExStrSup_13	#ff0205
35	17Networks_LH_VisPeri_ExStrSup_14	#ff0206
36	17Networks_LH_VisPeri_ExStrSup_15	#ff0207
37	17Networks_LH_VisPeri_ExStrSup_16	#ff0300
38	17Networks_LH_VisPeri_ExStrSup_17	#ff0301
39	17Networks_LH_SomMotA_1	#4681af
40	17Networks_LH_SomMotA_2	#4681b0
41	17Networks_LH_SomMotA_3	#4681b1
42	17Networks_LH_SomMotA_4	#4681b2
43	17Networks_LH_SomMotA_5	#4681b3
44	17Networks_LH_SomMotA_6	#4681b4
45	17Networks_LH_SomMotA_7	#4682ad
46	17Networks_LH_SomMotA_8	#4682ae
47	17Networks_LH_SomMotA_9	#4682af
48	17Networks_LH_SomMotA_10	#4682b0
49	17Networks_LH_SomMotA_11	#4682b1
50	17Networks_LH_SomMotA_12	#4682b2
51	17Networks_LH_SomMotA_13	#4682b3
52	17Networks_LH_SomMotA_14	#4682b5
53	17Networks_LH_SomMotA_15	#4682b6
54	17Networks_LH_SomMotA_16	#4682b7
55	17Networks_LH_SomMotA_17	#4682b8
56	17Networks_LH_SomMotA_18	#4682b9
57	17Networks_LH_SomMotA_19	#4682ba
58	17Networks_LH_SomMotA_20	#4682bb
