index	name	color
1	7Networks_LH_Vis_1	#781283
2	7Networks_LH_Vis_2	#781284
3	7Networks_LH_Vis_3	#781285
4	7Networks_LH_Vis_4	#781287
5	7Networks_LH_Vis_5	#781288
6	7Networks_LH_Vis_6	#781289
7	7Networks_LH_Vis_7	#78128a
8	7Networks_LH_Vis_8	#78128b
9	7Networks_LH_Vis_9	#78128c
10	7Networks_LH_SomMot_1	#4682b3
11	7Networks_LH_SomMot_2	#4682b5
12	7Networks_LH_SomMot_3	#4682b6
13	7Networks_LH_SomMot_4	#4682b7
14	7Networks_LH_SomMot_5	#4682b8
15	7Networks_LH_SomMot_6	#4682b9
16	7Networks_LH_DorsAttn_Post_1	#00760d
17	7Networks_LH_DorsAttn_Post_2	#00760f
18	7Networks_LH_DorsAttn_Post_3	#007610
19	7Networks_LH_DorsAttn_Post_4	#007611
20	7Networks_LH_DorsAttn_Post_5	#007612
21	7Networks_LH_DorsAttn_Post_6	#007613
22	7Networks_LH_DorsAttn_FEF_1	#007614
23	7Networks_LH_DorsAttn_FEF_2	#007615
24	7Networks_LH_SalVentAttn_ParOper_1	#c43afb
25	7Networks_LH_SalVentAttn_FrOper_1	#c43bfb
26	7Networks_LH_SalVentAttn_FrOper_2	#c43bfc
27	7Networks_LH_SalVentAttn_PFCl_1	#c43bfd
28	7Networks_LH_SalVentAttn_Med_1	#c53afb
29	7Networks_LH_SalVentAttn_Med_2	#c53afc
30	7Networks_LH_SalVentAttn_Med_3	#c53afd
31	7Networks_LH_Limbic_OFC_1	#dcf8a5
32	7Networks_LH_Limbic_TempPole_1	#dcf8a6
33	7Networks_LH_Limbic_TempPole_2	#dcf8a7
34	7Networks_LH_Cont_Par_1	#e69423
35	7Networks_LH_Cont_PFCl_1	#e69524
36	7Networks_LH_Cont_pCun_1	#e79523
37	7Networks_LH_Cont_Cing_1	#e79524
38	7Networks_LH_Default_Temp_1	#cd3e50
39	7Networks_LH_Default_Temp_2	#cd3e51
40	7Networks_LH_Default_Temp_3	#cd3e52
41	7Networks_LH_Default_Temp_4	#cd3e53
42	7Networks_LH_Default_PFC_1	#cd3f4c
43	7Networks_LH_Default_PFC_2	#cd3f4d
44	7Networks_LH_Default_PFC_3	#cd3f4f
45	7Networks_LH_Default_PFC_4	#cd3f50
46	7Networks_LH_Default_PFC_5	#cd3f51
47	7Networks_LH_Default_PFC_6	#cd3f52
48	7Networks_LH_Default_PFC_7	#cd3f53
49	7Networks_LH_Default_PCC_1	#cd3f54
50	7Networks_LH_Default_PCC_2	#cd3f55
51	7Networks_RH_Vis_1	#7c1285
52	7Networks_RH_Vis_2	#7c1286
53	7Networks_RH_Vis_3	#7c1288
54	7Networks_RH_Vis_4	#7c1289
55	7Networks_RH_Vis_5	#7c128a
56	7Networks_RH_Vis_6	#7c128b
57	7Networks_RH_Vis_7	#7c128c
58	7Networks_RH_Vis_8	#7c128d
59	7Networks_RH_SomMot_1	#4a82b3
60	7Networks_RH_SomMot_2	#4a82b4
61	7Networks_RH_SomMot_3	#4a82b6
62	7Networks_RH_SomMot_4	#4a82b7
63	7Networks_RH_SomMot_5	#4a82b8
64	7Networks_RH_SomMot_6	#4a82b9
65	7Networks_RH_SomMot_7	#4a82ba
66	7Networks_RH_SomMot_8	#4a82bb
67	7Networks_RH_DorsAttn_Post_1	#04770e
68	7Networks_RH_DorsAttn_Post_2	#047710
69	7Networks_RH_DorsAttn_Post_3	#047711
70	7Networks_RH_DorsAttn_Post_4	#047712
71	7Networks_RH_DorsAttn_Post_5	#047713
72	7Networks_RH_DorsAttn_FEF_1	#05760f
73	7Networks_RH_DorsAttn_FEF_2	#057610
74	7Networks_RH_SalVentAttn_TempOccPar_1	#c93afc
75	7Networks_RH_SalVentAttn_TempOccPar_2	#c93afd
76	7Networks_RH_SalVentAttn_FrOper_1	#c93bfc
77	7Networks_RH_SalVentAttn_Med_1	#c839fa
78	7Networks_RH_SalVentAttn_Med_2	#c839fb
79	7Networks_RH_Limbic_OFC_1	#e0f9a5
80	7Networks_RH_Limbic_TempPole_1	#e0f9a6
81	7Networks_RH_Cont_Par_1	#ea9323
82	7Networks_RH_Cont_Par_2	#ea9324
83	7Networks_RH_Cont_PFCl_1	#e99422
84	7Networks_RH_Cont_PFCl_2	#e99423
85	7Networks_RH_Cont_PFCl_3	#e99424
86	7Networks_RH_Cont_PFCl_4	#e99425
87	7Networks_RH_Cont_PFCmp_1	#ea9425
88	7Networks_RH_Cont_PFCmp_2	#ea9426
89	7Networks_RH_Cont_PFCmp_3	#ea9427
90	7Networks_RH_Default_Par_1	#d13e4e
91	7Networks_RH_Default_Temp_1	#d13d4f
92	7Networks_RH_Default_Temp_2	#d13d50
93	7Networks_RH_Default_Temp_3	#d13d51
94	7Networks_RH_Default_PFCv_1	#d13d4e
95	7Networks_RH_Default_PFCv_2	#d13d52
96	7Networks_RH_Default_PFCm_1	#d03e4f
97	7Networks_RH_Default_PFCm_2	#d03e50
98	7Networks_RH_Default_PFCm_3	#d03e51
99	7Networks_RH_Default_PCC_1	#d03e4e
100	7Networks_RH_Default_PCC_2	#d03e52
