index	name	color
1	7Networks_LH_Vis_1	#781281
2	7Networks_LH_Vis_2	#781282
3	7Networks_LH_Vis_3	#781283
4	7Networks_LH_Vis_4	#781284
5	7Networks_LH_Vis_5	#781285
6	7Networks_LH_Vis_6	#781287
7	7Networks_LH_Vis_7	#781288
8	7Networks_LH_Vis_8	#781289
9	7Networks_LH_Vis_9	#78128a
10	7Networks_LH_Vis_10	#78128b
11	7Networks_LH_Vis_11	#78128c
12	7Networks_LH_Vis_12	#78128d
13	7Networks_LH_Vis_13	#781386
14	7Networks_LH_Vis_14	#781387
15	7Networks_LH_SomMot_1	#4682ae
16	7Networks_LH_SomMot_2	#4682af
17	7Networks_LH_SomMot_3	#4682b0
18	7Networks_LH_SomMot_4	#4682b1
19	7Networks_LH_SomMot_5	#4682b2
20	7Networks_LH_SomMot_6	#4682b3
21	7Networks_LH_SomMot_7	#4682b5
22	7Networks_LH_SomMot_8	#4682b6
23	7Networks_LH_SomMot_9	#4682b7
24	7Networks_LH_SomMot_10	#4682b8
25	7Networks_LH_SomMot_11	#4682b9
26	7Networks_LH_SomMot_12	#4682ba
27	7Networks_LH_SomMot_13	#4682bb
28	7Networks_LH_SomMot_14	#4683b4
29	7Networks_LH_SomMot_15	#4683b5
30	7Networks_LH_SomMot_16	#4683b6
31	7Networks_LH_DorsAttn_Post_1	#00760b
32	7Networks_LH_DorsAttn_Post_2	#00760c
33	7Networks_LH_DorsAttn_Post_3	#00760d
34	7Networks_LH_DorsAttn_Post_4	#00760f
35	7Networks_LH_DorsAttn_Post_5	#007610
36	7Networks_LH_DorsAttn_Post_6	#007611
37	7Networks_LH_DorsAttn_Post_7	#007612
38	7Networks_LH_DorsAttn_Post_8	#007613
39	7Networks_LH_DorsAttn_Post_9	#007614
40	7Networks_LH_DorsAttn_Post_10	#007615
41	7Networks_LH_DorsAttn_FEF_1	#007616
42	7Networks_LH_DorsAttn_FEF_2	#00770f
43	7Networks_LH_DorsAttn_PrCv_1	#007710
44	7Networks_LH_SalVentAttn_ParOper_1	#c43afb
45	7Networks_LH_SalVentAttn_ParOper_2	#c43afc
46	7Networks_LH_SalVentAttn_ParOper_3	#c43afd
47	7Networks_LH_SalVentAttn_FrOper_1	#c43bfb
48	7Networks_LH_SalVentAttn_FrOper_2	#c43bfc
49	7Networks_LH_SalVentAttn_FrOper_3	#c43bfd
50	7Networks_LH_SalVentAttn_FrOper_4	#c43bfe
51	7Networks_LH_SalVentAttn_PFCl_1	#c43bff
52	7Networks_LH_SalVentAttn_Med_1	#c53afb
53	7Networks_LH_SalVentAttn_Med_2	#c53afc
54	7Networks_LH_SalVentAttn_Med_3	#c53afd
55	7Networks_LH_Limbic_OFC_1	#dcf8a5
56	7Networks_LH_Limbic_OFC_2	#dcf8a6
57	7Networks_LH_Limbic_TempPole_1	#dcf8a7
58	7Networks_LH_Limbic_TempPole_2	#dcf8a8
59	7Networks_LH_Limbic_TempPole_3	#dcf8a9
60	7Networks_LH_Limbic_TempPole_4	#dcf8aa
61	7Networks_LH_Cont_Par_1	#e69423
62	7Networks_LH_Cont_Par_2	#e69424
63	7Networks_LH_Cont_Par_3	#e69425
64	7Networks_LH_Cont_Temp_1	#e69426
65	7Networks_LH_Cont_PFCl_1	#e69522
66	7Networks_LH_Cont_PFCl_2	#e69524
67	7Networks_LH_Cont_PFCl_3	#e69525
68	7Networks_LH_Cont_PFCl_4	#e69526
69	7Networks_LH_Cont_PFCl_5	#e69527
70	7Networks_LH_Cont_PFCl_6	#e69528
71	7Networks_LH_Cont_pCun_1	#e79523
72	7Networks_LH_Cont_Cing_1	#e79524
73	7Networks_LH_Cont_Cing_2	#e79525
74	7Networks_LH_Default_Temp_1	#cd3e4c
75	7Networks_LH_Default_Temp_2	#cd3e4d
76	7Networks_LH_Default_Temp_3	#cd3e4e
77	7Networks_LH_Default_Temp_4	#cd3e50
78	7Networks_LH_Default_Temp_5	#cd3e51
79	7Networks_LH_Default_Temp_6	#cd3e52
80	7Networks_LH_Default_Temp_7	#cd3e53
81	7Networks_LH_Default_Temp_8	#cd3e54
82	7Networks_LH_Default_Temp_9	#cd3e55
