index	name	color
1	17Networks_LH_VisCent_ExStr_1	#781180
2	17Networks_LH_VisCent_ExStr_2	#781181
3	17Networks_LH_VisCent_ExStr_3	#781182
4	17Networks_LH_VisCent_ExStr_4	#781183
5	17Networks_LH_VisCent_ExStr_5	#781184
6	17Networks_LH_VisCent_ExStr_6	#781185
7	17Networks_LH_VisCent_ExStr_7	#781186
8	17Networks_LH_VisCent_ExStr_8	#781187
9	17Networks_LH_VisCent_ExStr_9	#781280
10	17Networks_LH_VisCent_ExStr_10	#781281
11	17Networks_LH_VisCent_ExStr_11	#781282
12	17Networks_LH_VisCent_ExStr_12	#781283
13	17Networks_LH_VisCent_ExStr_13	#781284
14	17Networks_LH_VisCent_ExStr_14	#781285
15	17Networks_LH_VisCent_ExStr_15	#781286
16	17Networks_LH_VisCent_ExStr_16	#781288
17	17Networks_LH_VisCent_ExStr_17	#781289
18	17Networks_LH_VisCent_ExStr_18	#78128a
19	17Networks_LH_VisCent_ExStr_19	#78128b
20	17Networks_LH_VisCent_ExStr_20	#78128c
21	17Networks_LH_VisCent_ExStr_21	#78128d
22	17Networks_LH_VisCent_ExStr_22	#78128e
23	17Networks_LH_VisCent_ExStr_23	#781387
24	17Networks_LH_VisCent_ExStr_24	#781388
25	17Networks_LH_VisCent_ExStr_25	#781389
26	17Networks_LH_VisCent_ExStr_26	#78138a
27	17Networks_LH_VisCent_ExStr_27	#78138b
28	17Networks_LH_VisCent_ExStr_28	#78138c
29	17Networks_LH_VisCent_ExStr_29	#78138d
30	17Networks_LH_VisCent_ExStr_30	#78138e
31	17Networks_LH_VisCent_ExStr_31	#781487
32	17Networks_LH_VisCent_ExStr_32	#781488
33	17Networks_LH_VisCent_ExStr_33	#781489
34	17Networks_LH_VisCent_ExStr_34	#78148a
35	17Networks_LH_VisPeri_ExStrSup_1	#ff0000
36	17Networks_LH_VisPeri_ExStrSup_2	#ff0101
37	17Networks_LH_VisPeri_ExStrSup_3	#ff0102
38	17Networks_LH_VisPeri_ExStrSup_4	#ff0103
39	17Networks_LH_VisPeri_ExStrSup_5	#ff0104
40	17Networks_LH_VisPeri_ExStrSup_6	#ff0105
41	17Networks_LH_VisPeri_ExStrSup_7	#ff0106
42	17Networks_LH_VisPeri_ExStrSup_8	#ff0107
43	17Networks_LH_VisPeri_ExStrSup_9	#ff0200
44	17Networks_LH_VisPeri_ExStrSup_10	#ff0201
45	17Networks_LH_VisPeri_ExStrSup_11	#ff0202
46	17Networks_LH_VisPeri_ExStrSup_12	#ff0203
47	17Networks_LH_VisPeri_ExStrSup_13	#ff0204
48	17Networks_LH_VisPeri_ExStrSup_14	#ff0205
49	17Networks_LH_VisPeri_ExStrSup_15	#ff0206
50	17Networks_LH_VisPeri_ExStrSup_16	#ff0207
51	17Networks_LH_VisPeri_ExStrSup_17	#ff0300
52	17Networks_LH_VisPeri_ExStrSup_18	#ff0301
53	17Networks_LH_VisPeri_ExStrSup_19	#ff0302
54	17Networks_LH_VisPeri_ExStrSup_20	#ff0303
55	17Networks_LH_VisPeri_ExStrSup_21	#ff0304
56	17Networks_LH_VisPeri_ExStrSup_22	#ff0305
57	17Networks_LH_VisPeri_ExStrSup_23	#ff0306
58	17Networks_LH_VisPeri_ExStrSup_24	#ff0307
59	17Networks_LH_VisPeri_ExStrSup_25	#ff0400
60	17Networks_LH_VisPeri_ExStrSup_26	#ff0401
61	17Networks_LH_VisPeri_ExStrSup_27	#ff0402
62	17Networks_LH_VisPeri_ExStrSup_28	#ff0403
63	17Networks_LH_VisPeri_ExStrSup_29	#ff0404
64	17Networks_LH_VisPeri_ExStrSup_30	#ff0405
65	17Networks_LH_VisPeri_ExStrSup_31	#ff0406
66	17Networks_LH_VisPeri_ExStrSup_32	#ff0407
67	17Networks_LH_SomMotA_1	#4680b1
68	17Networks_LH_SomMotA_2	#4680b2
69	17Networks_LH_SomMotA_3	#4680b3
70	17Networks_LH_SomMotA_4	#4680b4
