index	name	color
1	17Networks_LH_VisCent_ExStr_1	#781184
2	17Networks_LH_VisCent_ExStr_2	#781185
3	17Networks_LH_VisCent_ExStr_3	#781186
4	17Networks_LH_VisCent_ExStr_4	#781187
5	17Networks_LH_VisCent_ExStr_5	#781280
6	17Networks_LH_VisCent_ExStr_6	#781281
7	17Networks_LH_VisCent_ExStr_7	#781282
8	17Networks_LH_VisCent_ExStr_8	#781283
9	17Networks_LH_VisCent_ExStr_9	#781284
10	17Networks_LH_VisCent_ExStr_10	#781285
11	17Networks_LH_VisCent_ExStr_11	#781286
12	17Networks_LH_VisCent_ExStr_12	#781288
13	17Networks_LH_VisCent_ExStr_13	#781289
14	17Networks_LH_VisCent_ExStr_14	#78128a
15	17Networks_LH_VisCent_ExStr_15	#78128b
16	17Networks_LH_VisCent_ExStr_16	#78128c
17	17Networks_LH_VisCent_ExStr_17	#78128d
18	17Networks_LH_VisCent_ExStr_18	#78128e
19	17Networks_LH_VisCent_ExStr_19	#781387
20	17Networks_LH_VisCent_ExStr_20	#781388
21	17Networks_LH_VisCent_ExStr_21	#781389
22	17Networks_LH_VisCent_ExStr_22	#78138a
23	17Networks_LH_VisCent_ExStr_23	#78138b
24	17Networks_LH_VisCent_ExStr_24	#78138c
25	17Networks_LH_VisCent_ExStr_25	#78138d
26	17Networks_LH_VisCent_ExStr_26	#78138e
27	17Networks_LH_VisPeri_ExStrSup_1	#ff0000
28	17Networks_LH_VisPeri_ExStrSup_2	#ff0101
29	17Networks_LH_VisPeri_ExStrSup_3	#ff0102
30	17Networks_LH_VisPeri_ExStrSup_4	#ff0103
31	17Networks_LH_VisPeri_ExStrSup_5	#ff0104
32	17Networks_LH_VisPeri_ExStrSup_6	#ff0105
33	17Networks_LH_VisPeri_ExStrSup_7	#ff0106
34	17Networks_LH_VisPeri_ExStrSup_8	#ff0107
35	17Networks_LH_VisPeri_ExStrSup_9	#ff0200
36	17Networks_LH_VisPeri_ExStrSup_10	#ff0201
37	17Networks_LH_VisPeri_ExStrSup_11	#ff0202
38	17Networks_LH_VisPeri_ExStrSup_12	#ff0203
39	17Networks_LH_VisPeri_ExStrSup_13	#ff0204
40	17Networks_LH_VisPeri_ExStrSup_14	#ff0205
41	17Networks_LH_VisPeri_ExStrSup_15	#ff0206
42	17Networks_LH_VisPeri_ExStrSup_16	#ff0207
43	17Networks_LH_VisPeri_ExStrSup_17	#ff0300
44	17Networks_LH_VisPeri_ExStrSup_18	#ff0301
45	17Networks_LH_VisPeri_ExStrSup_19	#ff0302
46	17Networks_LH_VisPeri_ExStrSup_20	#ff0303
