index	name	color
1	17Networks_LH_VisCent_ExStr_1	#781281
2	17Networks_LH_VisCent_ExStr_2	#781282
3	17Networks_LH_VisCent_ExStr_3	#781283
4	17Networks_LH_VisCent_ExStr_4	#781284
5	17Networks_LH_VisCent_ExStr_5	#781285
6	17Networks_LH_VisCent_ExStr_6	#781286
7	17Networks_LH_VisCent_ExStr_7	#781288
8	17Networks_LH_VisCent_ExStr_8	#781289
9	17Networks_LH_VisCent_ExStr_9	#78128a
10	17Networks_LH_VisCent_ExStr_10	#78128b
11	17Networks_LH_VisCent_ExStr_11	#78128c
12	17Networks_LH_VisCent_ExStr_12	#78128d
13	17Networks_LH_VisCent_ExStr_13	#78128e
14	17Networks_LH_VisCent_ExStr_14	#781387
15	17Networks_LH_VisCent_ExStr_15	#781388
16	17Networks_LH_VisPeri_ExStrSup_1	#ff0101
17	17Networks_LH_VisPeri_ExStrSup_2	#ff0102
18	17Networks_LH_VisPeri_ExStrSup_3	#ff0103
19	17Networks_LH_VisPeri_ExStrSup_4	#ff0104
20	17Networks_LH_VisPeri_ExStrSup_5	#ff0105
21	17Networks_LH_VisPeri_ExStrSup_6	#ff0106
22	17Networks_LH_VisPeri_ExStrSup_7	#ff0107
23	17Networks_LH_VisPeri_ExStrSup_8	#ff0200
24	17Networks_LH_VisPeri_ExStrSup_9	#ff0201
25	17Networks_LH_VisPeri_ExStrSup_10	#ff0202
26	17Networks_LH_VisPeri_ExStrSup_11	#ff0203
27	17Networks_LH_VisPeri_ExStrSup_12	#ff0204
28	17Networks_LH_VisPeri_ExStrSup_13	#ff0205
29	17Networks_LH_VisPeri_ExStrSup_14	#ff0206
30	17Networks_LH_VisPeri_ExStrSup_15	#ff0207
31	17Networks_LH_SomMotA_1	#4681b2
32	17Networks_LH_SomMotA_2	#4681b3
33	17Networks_LH_SomMotA_3	#4681b4
34	17Networks_LH_SomMotA_4	#4682ad
35	17Networks_LH_SomMotA_5	#4682ae
36	17Networks_LH_SomMotA_6	#4682af
37	17Networks_LH_SomMotA_7	#4682b0
38	17Networks_LH_SomMotA_8	#4682b1
39	17Networks_LH_SomMotA_9	#4682b2
40	17Networks_LH_SomMotA_10	#4682b3
41	17Networks_LH_SomMotA_11	#4682b5
42	17Networks_LH_SomMotA_12	#4682b6
43	17Networks_LH_SomMotA_13	#4682b7
44	17Networks_LH_SomMotA_14	#4682b8
45	17Networks_LH_SomMotA_15	#4682b9
46	17Networks_LH_SomMotA_16	#4682ba
47	17Networks_LH_SomMotA_17	#4682bb
48	17Networks_LH_SomMotA_18	#4683b4
49	17Networks_LH_SomMotA_19	#4683b5
50	17Networks_LH_SomMotA_20	#4683b6
51	17Networks_LH_SomMotA_21	#4683b7
52	17Networks_LH_SomMotA_22	#4683b8
53	17Networks_LH_SomMotA_23	#4683b9
54	17Networks_LH_SomMotB_Aud_1	#2bcba3
55	17Networks_LH_SomMotB_Aud_2	#2bcba4
56	17Networks_LH_SomMotB_Aud_3	#2bcc9d
57	17Networks_LH_SomMotB_Aud_4	#2bcc9e
58	17Networks_LH_SomMotB_Aud_5	#2bcc9f
59	17Networks_LH_SomMotB_Aud_6	#2bcca0
60	17Networks_LH_SomMotB_Aud_7	#2bcca1
61	17Networks_LH_SomMotB_Aud_8	#2bcca2
62	17Networks_LH_SomMotB_Aud_9	#2bcca3
63	17Networks_LH_SomMotB_Aud_10	#2bcca5
64	17Networks_LH_SomMotB_Aud_11	#2bcca6
65	17Networks_LH_SomMotB_Aud_12	#2bcca7
66	17Networks_LH_SomMotB_Aud_13	#2bcca8
67	17Networks_LH_SomMotB_Aud_14	#2bcca9
68	17Networks_LH_SomMotB_Aud_15	#2bccaa
69	17Networks_LH_SomMotB_Aud_16	#2bccab
70	17Networks_LH_SomMotB_Aud_17	#2bcda4
71	17Networks_LH_SomMotB_Aud_18	#2bcda5
72	17Networks_LH_SomMotB_Aud_19	#2bcda6
73	17Networks_LH_SomMotB_Aud_20	#2bcda7
74	17Networks_LH_SomMotB_Aud_21	#2bcda8
75	17Networks_LH_DorsAttnA_TempOcc_1	#4a9b3d
76	17Networks_LH_DorsAttnA_TempOcc_2	#4a9b3e
77	17Networks_LH_DorsAttnA_TempOcc_3	#4a9b3f
78	17Networks_LH_DorsAttnA_SPL_1	#4a9c38
79	17Networks_LH_DorsAttnA_SPL_2	#4a9c39
80	17Networks_LH_DorsAttnA_SPL_3	#4a9c3a
81	17Networks_LH_DorsAttnA_SPL_4	#4a9c3b
82	17Networks_LH_DorsAttnA_SPL_5	#4a9c3d
83	17Networks_LH_DorsAttnA_SPL_6	#4a9c3e
84	17Networks_LH_DorsAttnA_SPL_7	#4a9c3f
85	17Networks_LH_DorsAttnA_SPL_8	#4a9c40
86	17Networks_LH_DorsAttnA_SPL_9	#4a9c41
87	17Networks_LH_DorsAttnA_SPL_10	#4a9c42
88	17Networks_LH_DorsAttnA_SPL_11	#4a9c43
89	17Networks_LH_DorsAttnB_TempOcc_1	#00760f
90	17Networks_LH_DorsAttnB_PostC_1	#00760d
91	17Networks_LH_DorsAttnB_PostC_2	#00760e
92	17Networks_LH_DorsAttnB_PostC_3	#007610
93	17Networks_LH_DorsAttnB_PostC_4	#007611
94	17Networks_LH_DorsAttnB_PostC_5	#007612
95	17Networks_LH_DorsAttnB_PostC_6	#007613
96	17Networks_LH_DorsAttnB_PostC_7	#007614
97	17Networks_LH_DorsAttnB_PostC_8	#007615
98	17Networks_LH_DorsAttnB_FEF_1	#00770f
99	17Networks_LH_DorsAttnB_FEF_2	#007710
100	17Networks_LH_DorsAttnB_FEF_3	#007711
101	17Networks_LH_SalVentAttnA_ParOper_1	#c43afb
102	17Networks_LH_SalVentAttnA_ParOper_2	#c43afc
103	17Networks_LH_SalVentAttnA_ParOper_3	#c43afd
104	17Networks_LH_SalVentAttnA_ParOper_4	#c43afe
105	17Networks_LH_SalVentAttnA_Ins_1	#c43bf8
106	17Networks_LH_SalVentAttnA_Ins_2	#c43bf9
107	17Networks_LH_SalVentAttnA_Ins_3	#c43bfb
108	17Networks_LH_SalVentAttnA_Ins_4	#c43bfc
109	17Networks_LH_SalVentAttnA_Ins_5	#c43bfd
110	17Networks_LH_SalVentAttnA_Ins_6	#c43bfe
111	17Networks_LH_SalVentAttnA_Ins_7	#c43bff
112	17Networks_LH_SalVentAttnA_ParMed_1	#c43bfa
113	17Networks_LH_SalVentAttnA_ParMed_2	#c134f9
114	17Networks_LH_SalVentAttnA_ParMed_3	#c134fa
115	17Networks_LH_SalVentAttnA_ParMed_4	#c134fb
116	17Networks_LH_SalVentAttnA_ParMed_5	#c135f4
117	17Networks_LH_SalVentAttnA_ParMed_6	#c135f5
118	17Networks_LH_SalVentAttnA_ParMed_7	#c135f6
119	17Networks_LH_SalVentAttnA_ParMed_8	#c135f7
120	17Networks_LH_SalVentAttnA_ParMed_9	#c135f8
121	17Networks_LH_SalVentAttnA_FrMed_1	#c53afb
122	17Networks_LH_SalVentAttnB_IPL_1	#ff98d6
123	17Networks_LH_SalVentAttnB_PFCl_1	#ff99d6
124	17Networks_LH_SalVentAttnB_PFCl_2	#ff99d7
125	17Networks_LH_SalVentAttnB_PFCl_3	#ff99d8
126	17Networks_LH_SalVentAttnB_PFCv_1	#ff99d9
127	17Networks_LH_SalVentAttnB_PFCv_2	#ff99da
128	17Networks_LH_SalVentAttnB_PFCv_3	#ff99db
129	17Networks_LH_SalVentAttnB_PFCmp_1	#ff97d6
130	17Networks_LH_SalVentAttnB_PFCmp_2	#ff97d7
131	17Networks_LH_SalVentAttnB_PFCmp_3	#ff97d8
132	17Networks_LH_SalVentAttnB_PFCmp_4	#ff97d9
133	17Networks_LH_Limbic_OFC_1	#7a8731
134	17Networks_LH_Limbic_OFC_2	#7a8733
135	17Networks_LH_Limbic_OFC_3	#7a8734
136	17Networks_LH_Limbic_OFC_4	#7a8735
137	17Networks_LH_Limbic_OFC_5	#7a8736
138	17Networks_LH_Limbic_OFC_6	#7a8737
139	17Networks_LH_Limbic_TempPole_1	#dcf8a1
140	17Networks_LH_Limbic_TempPole_2	#dcf8a2
141	17Networks_LH_Limbic_TempPole_3	#dcf8a3
142	17Networks_LH_Limbic_TempPole_4	#dcf8a5
143	17Networks_LH_Limbic_TempPole_5	#dcf8a6
144	17Networks_LH_Limbic_TempPole_6	#dcf8a7
145	17Networks_LH_Limbic_TempPole_7	#dcf8a8
