index	name	color
1	17Networks_LH_VisCent_ExStr_1	#781283
2	17Networks_LH_VisCent_ExStr_2	#781284
3	17Networks_LH_VisCent_ExStr_3	#781285
4	17Networks_LH_VisCent_ExStr_4	#781286
5	17Networks_LH_VisCent_ExStr_5	#781288
6	17Networks_LH_VisCent_ExStr_6	#781289
7	17Networks_LH_VisCent_ExStr_7	#78128a
8	17Networks_LH_VisCent_ExStr_8	#78128b
9	17Networks_LH_VisCent_ExStr_9	#78128c
10	17Networks_LH_VisCent_ExStr_10	#78128d
11	17Networks_LH_VisCent_ExStr_11	#78128e
12	17Networks_LH_VisCent_ExStr_12	#781387
13	17Networks_LH_VisPeri_ExStrSup_1	#ff0101
14	17Networks_LH_VisPeri_ExStrSup_2	#ff0102
15	17Networks_LH_VisPeri_ExStrSup_3	#ff0103
16	17Networks_LH_VisPeri_ExStrSup_4	#ff0104
17	17Networks_LH_VisPeri_ExStrSup_5	#ff0105
18	17Networks_LH_VisPeri_ExStrSup_6	#ff0106
19	17Networks_LH_VisPeri_ExStrSup_7	#ff0107
20	17Networks_LH_VisPeri_ExStrSup_8	#ff0200
21	17Networks_LH_VisPeri_ExStrSup_9	#ff0201
22	17Networks_LH_VisPeri_ExStrSup_10	#ff0202
23	17Networks_LH_VisPeri_ExStrSup_11	#ff0203
24	17Networks_LH_VisPeri_ExStrSup_12	#ff0204
25	17Networks_LH_SomMotA_1	#4681b4
26	17Networks_LH_SomMotA_2	#4682ad
27	17Networks_LH_SomMotA_3	#4682ae
28	17Networks_LH_SomMotA_4	#4682af
29	17Networks_LH_SomMotA_5	#4682b0
30	17Networks_LH_SomMotA_6	#4682b1
31	17Networks_LH_SomMotA_7	#4682b2
32	17Networks_LH_SomMotA_8	#4682b3
33	17Networks_LH_SomMotA_9	#4682b5
34	17Networks_LH_SomMotA_10	#4682b6
35	17Networks_LH_SomMotA_11	#4682b7
36	17Networks_LH_SomMotA_12	#4682b8
37	17Networks_LH_SomMotA_13	#4682b9
38	17Networks_LH_SomMotA_14	#4682ba
39	17Networks_LH_SomMotA_15	#4682bb
40	17Networks_LH_SomMotA_16	#4683b4
41	17Networks_LH_SomMotA_17	#4683b5
42	17Networks_LH_SomMotA_18	#4683b6
43	17Networks_LH_SomMotA_19	#4683b7
44	17Networks_LH_SomMotB_Aud_1	#2bcc9e
45	17Networks_LH_SomMotB_Aud_2	#2bcc9f
46	17Networks_LH_SomMotB_Aud_3	#2bcca0
47	17Networks_LH_SomMotB_Aud_4	#2bcca1
48	17Networks_LH_SomMotB_Aud_5	#2bcca2
49	17Networks_LH_SomMotB_Aud_6	#2bcca3
50	17Networks_LH_SomMotB_Aud_7	#2bcca5
51	17Networks_LH_SomMotB_Aud_8	#2bcca6
52	17Networks_LH_SomMotB_Aud_9	#2bcca7
53	17Networks_LH_SomMotB_Aud_10	#2bcca8
54	17Networks_LH_SomMotB_Aud_11	#2bcca9
55	17Networks_LH_SomMotB_Aud_12	#2bccaa
56	17Networks_LH_SomMotB_Aud_13	#2bccab
57	17Networks_LH_SomMotB_Aud_14	#2bcda4
58	17Networks_LH_SomMotB_Aud_15	#2bcda5
59	17Networks_LH_SomMotB_Aud_16	#2bcda6
60	17Networks_LH_DorsAttnA_TempOcc_1	#4a9b3d
61	17Networks_LH_DorsAttnA_TempOcc_2	#4a9b3e
62	17Networks_LH_DorsAttnA_TempOcc_3	#4a9b3f
63	17Networks_LH_DorsAttnA_TempOcc_4	#4a9b40
64	17Networks_LH_DorsAttnA_ParOcc_1	#4a9b41
65	17Networks_LH_DorsAttnA_SPL_1	#4a9c3a
66	17Networks_LH_DorsAttnA_SPL_2	#4a9c3b
